Auction Title ,Auction ID,Department ,Close Date ,Winning Bid ,Inventory ID,Vehicle ID,Receipt Number ,Fund
"Dell 17"" Flat Screen Monitor",88013,SURPLUS WAREHOUSE,4/29/2015,$6.00 ,90114,,3642116316,Enterprise
"Dell 20"" Flat Screen Monitor",88014,SURPLUS WAREHOUSE,4/29/2015,$32.00 ,90115,,Money Order,Enterprise
"Sony 20"" Flat Screen Monitor",88015,SURPLUS WAREHOUSE,4/29/2015,$6.50 ,90118,,Cashiers Check,Enterprise
HP Laser Jet 4050N,88016,SURPLUS WAREHOUSE,4/29/2015,$15.50 ,90157,,3642021101,Enterprise
Auto Parts,88020,OFM,4/29/2015,$605.55 ,"OFM-92130, OFM-92131",,3643013686,Enterprise
2 GM Engines,88023,OFM,4/29/2015,$177.00 ,"OFM-92126, OFM-92127",,3643013690,Enterprise
Delco Cleaning Systems Mean Rig 2000,88024,OFM,4/29/2015,$27.05 ,OFM-92188,,3642307408,Enterprise
TSF Printer Table,88025,WATER SERVICES,4/29/2015,$10.00 ,WS-90065,,3642115666,Enterprise
Book Ends,88027,PUBLIC LIBRARY,4/29/2015,$2.00 ,90559,,3642272594,General Fund
GE Refrigerator,88028,PUBLIC LIBRARY,4/29/2015,$4.01 ,90263,,Cashiers Check,General Fund
Dell Laptop,88036,ITS,4/30/2015,$149.01 ,92037,,3641747204,General Fund
Dell Laptop,88038,ITS,4/30/2015,$130.00 ,92042,,3641748171,General Fund
Dell Laptop,88039,ITS,4/30/2015,$125.01 ,92043,,3641748556,General Fund
Dell Computer,88040,ITS,4/30/2015,$130.00 ,92075,,3642012931,General Fund
Dell Computer,88041,ITS,4/30/2015,$52.00 ,92077,,3641748177,General Fund
Dell Computer,88042,ITS,4/30/2015,$54.00 ,92060,,3642175578,General Fund
5 Dell Cartridges,88043,ITS,4/30/2015,$53.00 ,90673,,Cashiers Check,General Fund
Shelf,88047,HEALTH,4/30/2015,$55.00 ,92083,,3642119651,General Fund
3 HP Toners,88049,POLICE DEPARTMENT,4/30/2015,$78.00 ,87976,,Cashiers Check,General Fund
1 Lot of 2 Chairs,88051,SHERIFF,4/29/2015,$21.00 ,"91785, 91786",,3642278596,General Fund
1988 Chevrolet 1500,88057,POLICE STATE DRUG FUND,4/29/2015,"$1,025.99 ",,,Cashiers Check,Enterprise
2000 Buick Century,88058,POLICE STATE DRUG FUND,4/29/2015,$716.00 ,,,Cashiers Check,Enterprise
Printer,88059,PUBLIC LIBRARY,4/29/2015,$16.50 ,91996,,3642021111,General Fund
Printer,88060,PUBLIC LIBRARY,4/29/2015,$5.01 ,92000,,3641993811,General Fund
Printer,88062,PUBLIC LIBRARY,4/29/2015,$15.50 ,92002,,3642156828,General Fund
Receipt Printer,88065,PUBLIC LIBRARY,4/29/2015,$15.02 ,92009,,3643468845,General Fund
2003 Ford E-250,88066,OFM-SHERIFF,4/29/2015,"$1,825.00 ",,P 2790 AL,Cashiers Check,Enterprise
Kik Step Step-Stool,88096,SCHOOL BOARD WAREHOUSE,5/4/2015,$27.00 ,SBS-7344,,3642249035,Enterprise
1 Lot of 4 Converters,88068,WATER SERVICES,4/29/2015,$13.50 ,"WS-90001, WS-90002, WS -90003, WS-90004",,Cashiers Check,Enterprise
2005 Chevrolet Suburban,88074,POLICE STATE GAMBLING FORFEITURE,4/29/2015,"$4,330.00 ",,07G 4689,Cashiers Check,Enterprise
2005 Dodge Neon,88075,POLICE STATE GAMBLING FORFEITURE,4/29/2015,"$1,598.01 ",,07G 4759,Money Order,Enterprise
Dolly,88077,SCHOOL BOARD WAREHOUSE,4/30/2015,$11.00 ,SBS-7338,,3642119657,Enterprise
Salad Bowl,88078,SCHOOL BOARD WAREHOUSE,4/30/2015,$32.00 ,SBS-7339,,3642247840,Enterprise
Cart,88079,SCHOOL BOARD WAREHOUSE,4/30/2015,$33.51 ,SBS-7343A,,3642038671,Enterprise
Cart,88081,SCHOOL BOARD WAREHOUSE,4/30/2015,$35.50 ,SBS-7343C,,3642038678,Enterprise
Cart,88082,SCHOOL BOARD WAREHOUSE,4/30/2015,$13.00 ,SBS-7343D,,3642015674,Enterprise
Pan Rack & Cart,88083,SCHOOL BOARD WAREHOUSE,4/30/2015,$42.00 ,"SBS-7336, SBS-7342",,3642946119,Enterprise
Frymaster Fryer,88084,SCHOOL BOARD WAREHOUSE,4/30/2015,$25.00 ,SBS-7335,,Cashiers Check,Enterprise
Mobile Printer,88085,WATER SERVICES,4/30/2015,$42.00 ,WS-90009,,Cashiers Check,Enterprise
PC Accessories,88086,WATER SERVICES,4/30/2015,$47.00 ,"WS-89993, WS-90005, WS-90006, WS-89994, WS-89995, WS-89996, WS-89997, WS-89998, WS-89999, WS-90000",,3642116322,Enterprise
Audio Scan,88087,HEALTH,4/30/2015,$573.00 ,86541,,Cashiers Check,General Fund
Pew,88088,HEALTH,4/30/2015,$110.00 ,89871,,3643589376,General Fund
Dell Optiplex 780 Computer,88089,ITS,4/30/2015,$38.00 ,92051,,3642017885,General Fund
Duke Serving Line,88091,SCHOOL BOARD WAREHOUSE,5/4/2015,$13.00 ,SBS-7337,,3642269988,Enterprise
Beverage Air Milk Cooler,88092,SCHOOL BOARD WAREHOUSE,5/4/2015,$150.01 ,SBS-7307,,3642257520,Enterprise
Sharp Cash Register,88093,SCHOOL BOARD WAREHOUSE,5/4/2015,$27.00 ,SBS-7346,,Money Order,Enterprise
5 Ice Scoops,88094,SCHOOL BOARD WAREHOUSE,5/4/2015,$20.00 ,SBS-7345,,3642011395,Enterprise
2 Stirrers,88095,SCHOOL BOARD WAREHOUSE,5/4/2015,$3.00 ,SBS-7347,,3642257523,Enterprise
Warmer,88097,SCHOOL BOARD WAREHOUSE,5/4/2015,$94.00 ,SBS-7341,,3642015681,Enterprise
Carlisle Trays,88098,SCHOOL BOARD WAREHOUSE,5/4/2015,$57.00 ,SBS-7340,,3642257531,Enterprise
Dell Laptop Bag,88099,FIRE,4/30/2015,$4.00 ,88818,,Cashiers Check,General Fund
Book Bin,88100,PUBLIC LIBRARY,5/4/2015,$17.66 ,90780,,3642115671,General Fund
DVD Player,88101,PUBLIC LIBRARY,5/4/2015,$16.00 ,88324,,3642021122,General Fund
Audio Equipment,88102,PUBLIC LIBRARY,5/4/2015,$5.00 ,"89553, 89562",,3642276194,General Fund
Kik Stools,88103,PUBLIC LIBRARY,5/4/2015,$78.00 ,"92091, 92092, 92093",,3642017123,General Fund
5 Spinning Racks,88104,PUBLIC LIBRARY,5/4/2015,$2.00 ,"92088, 92087, 92085, 92084, 92086",,3642018530,General Fund
Dell Laptop,88105,ITS,5/4/2015,$27.05 ,88092,,3642453470,General Fund
Dell Laptop,88106,ITS,5/4/2015,$68.00 ,88594,,Money Order,General Fund
Dell Laptop,88107,ITS,5/4/2015,$74.00 ,88593,,Money Order,General Fund
Dell Laptop,88108,ITS,5/4/2015,$74.00 ,88592,,Money Order,General Fund
3 Monitors,88110,ITS,5/4/2015,$11.00 ,"89237, 89238, 89240",,3642276207,General Fund
Keyboards,88111,ITS,5/4/2015,$10.01 ,89211,,3642488666,General Fund
Keyboards,88112,ITS,5/4/2015,$11.51 ,89212,,3642085545,General Fund
Power Cords,88113,ITS,5/4/2015,$50.01 ,89868,,Money Order,General Fund
Cables & PC Backs,88114,ITS,5/4/2015,$6.00 ,89215,,3642024444,General Fund
21 Computers/4 Laptops,88115,ITS,5/4/2015,$905.00 ,"92038, 92031, 92048, 92036, 92074, 92055, 92061, 92052, 92054, 92069, 91898, 92046, 92044, 92045, 92047, 92056, 92059, 92065, 92066, 92076, 92041, 92057, 92050, 92053, 92056, 92068",,3642486206,General Fund
3 Monitors,88116,CIRCUIT COURT CLERK,5/4/2015,$23.00 ,"89652, 89653, 89655",,3642026268,General Fund
Dell Computer,88117,MDHA,5/4/2015,$11.09 ,MDHA-82271,,3642173803,Enterprise
Dell Monitor,88119,POLICE DEPARTMENT,5/4/2015,$6.00 ,89269,,3642026876,General Fund
Dell Optiplex 780 Computer,88120,ITS,4/30/2015,$50.00 ,92058,,3642017890,General Fund
Dell Optiplex 780 Computer,88121,ITS,4/30/2015,$38.00 ,92072,,3642017893,General Fund
Dell Optiplex 780 Computer,88122,ITS,4/30/2015,$38.00 ,92073,,3642017900,General Fund
Dell Optiplex 780 Computer,88123,ITS,4/30/2015,$40.01 ,92071,,3641748560,General Fund
Dell Optiplex 780 Computer,88124,ITS,4/30/2015,$38.00 ,92063,,3642017907,General Fund
Filing Cabinet,88129,PUBLIC LIBRARY,4/30/2015,$16.00 ,92090,,3641823625,General Fund
Hamilton Cabinet,88135,HEALTH,4/30/2015,$56.00 ,85612,,3642247851,General Fund
Shelf,88136,HEALTH,4/30/2015,$55.00 ,92082,,3642119661,General Fund
Shelf,88137,HEALTH,4/30/2015,$55.00 ,92081,,3642119665,General Fund
Chair/Table Combo,88138,GENERAL SERVICES,5/5/2015,$10.00 ,92213,,3642109084,General Fund
Desk w/Return,88139,GENERAL SERVICES,5/5/2015,$1.00 ,92259,,3642155518,General Fund
Desk,88142,GENERAL SERVICES,5/5/2015,$13.00 ,92202,,3642109089,General Fund
File Cabinet,88143,GENERAL SERVICES,5/5/2015,$31.00 ,92201,,3642109806,General Fund
File Cabinet,88144,GENERAL SERVICES,5/5/2015,$15.00 ,92200,,3642109096,General Fund
File Cabinet,88145,GENERAL SERVICES,5/5/2015,$15.00 ,92214,,3642109104,General Fund
File Cabinet,88146,GENERAL SERVICES,5/5/2015,$16.66 ,92216,,3642109110,General Fund
6 Overhead Cabinets,88147,GENERAL SERVICES,5/5/2015,$63.05 ,"92210, 92211, 92206, 92208, 92205, 92209",,3642112403,General Fund
White Board in Cabinet,88148,GENERAL SERVICES,5/5/2015,$17.00 ,92257,,3642245022,General Fund
White Board in Cabinet,88149,GENERAL SERVICES,5/5/2015,$21.00 ,92258,,3642157405,General Fund
Table,88150,GENERAL SERVICES,5/5/2015,$10.00 ,92264,,3642115815,General Fund
Chair,88151,GENERAL SERVICES,5/5/2015,$4.00 ,91865,,3642109116,General Fund
Chair,88152,GENERAL SERVICES,5/5/2015,$1.00 ,89780,,3642109120,General Fund
Chair,88153,PUBLIC LIBRARY,5/5/2015,$21.00 ,92089,,3642178179,General Fund
Chair,88154,METRO ACTION,5/5/2015,$1.00 ,MAC-84386,,3642162701,Enterprise
2 Chairs,88155,POLICE DEPARTMENT,5/5/2015,$18.00 ,"89280, 89281",,3642261546,General Fund
Chair,88156,POLICE DEPARTMENT,5/5/2015,$1.00 ,91660,,3642108834,General Fund
Landscaping Equipment,88158,PARKS,5/5/2015,$164.95 ,"91086, 91087, 91089, 91090, 91106, 91107, 91108, 91109, 91110, 91111, 91112, 91113, 91114, 91115, 91116, 91117",,3642169773,General Fund
Bicycles & Other Items,88159,POLICE VEHICLE IMPOUND,5/5/2015,$78.00 ,"IM-104858, IM-107552, IM-111504, IM-114606, IM-116902, IM-122132, IM-128086, IM-135791, IM-138798, IM-931371, IM-958668, IM-963754, IM-978173, IM-103162, IM-108538, IM-135408, IM-932948, IM-1058900, IM-1069572",,3642170063,General Fund
2 Dell 2100 Laptops,88160,ITS,5/5/2015,$6.02 ,"80728, 80733",,3642127353,General Fund
Dell Laptop,88161,ITS,5/5/2015,$31.25 ,80469,,3643445252,General Fund
Dell Laptop,88162,ITS,5/5/2015,$27.00 ,80713,,3642116330,General Fund
Dell Laptop,88163,ITS,5/5/2015,$6.00 ,68329,,3643136388,General Fund
Dell Laptop,88164,ITS,5/5/2015,$33.55 ,80712,,3642116339,General Fund
Dell Laptop,88165,NASHVILLE CONVENTION CTR,5/5/2015,$1.00 ,NCC-79432,,3642708854,Enterprise
Dell Laptop,88166,NASHVILLE CONVENTION CTR,5/5/2015,$1.00 ,NCC-79430,,3643136389,Enterprise
2 Dell Laptops,88167,HEALTH,5/5/2015,$7.01 ,"70592, 71015",,Cashiers Check,General Fund
Men's Diamond Watch,88168,DRUG TASK FORCE,5/11/2015,$745.00 ,TF-324-059,,3642678430,Enterprise
14Kt White Gold Chain with 2 Diamond Dog Tag Pendants,88172,DRUG TASK FORCE,5/18/2015,"$3,225.00 ",TF-324-095,,3642976150,Enterprise
2 Dell Laptops,88174,SHERIFF,5/6/2015,$8.01 ,"82017, 82021",,Cashiers Check,General Fund
Dell Laptop,88175,PARKS,5/6/2015,$29.00 ,71698,,Money Order,General Fund
Table,88176,GENERAL SERVICES,5/6/2015,$23.00 ,92326,,3642210082,General Fund
Book Case,88177,GENERAL SERVICES,5/6/2015,$6.00 ,92327,,3642210085,General Fund
Chair,88178,GENERAL SERVICES,5/6/2015,$24.11 ,92321,,3642210091,General Fund
Office Chair,88179,GENERAL SERVICES,5/6/2015,$20.00 ,92324,,3642209916,General Fund
2 Chairs,88180,GENERAL SERVICES,5/6/2015,$22.09 ,"92322, 92323",,3642209920,General Fund
Cabinet,88181,WATER SERVICES,5/6/2015,$49.00 ,WS-92288,,3642245031,Enterprise
Cabinet,88182,WATER SERVICES,5/6/2015,$49.00 ,WS-92287,,3642245034,Enterprise
Microscope,88183,HEALTH,5/6/2015,$200.00 ,92098,,3642631136,General Fund
Microscope,88184,HEALTH,5/6/2015,$205.00 ,92099,,3642243169,General Fund
Rag Can,88185,HEALTH,5/6/2015,$19.00 ,92100,,3642191271,General Fund
Incubator,88186,HEALTH,5/6/2015,$54.88 ,92104,,3642276214,General Fund
Vision Screener,88187,HEALTH,5/6/2015,$27.99 ,92097,,Cashiers Check,General Fund
Para Trimmer,88188,HEALTH,5/6/2015,$21.00 ,92102,,3642272597,General Fund
Calculator,88189,HEALTH,5/6/2015,$6.00 ,92101,,3642194071,General Fund
Clintek Status,88190,HEALTH,5/6/2015,$75.00 ,92103,,3642696631,General Fund
Money Box,88191,HEALTH,5/6/2015,$6.00 ,92105,,3642209921,General Fund
Push Bumpers,88192,OFM,5/6/2015,$130.00 ,OFM-92191,,Money Order,Enterprise
Push Bumpers,88193,OFM,5/6/2015,$128.45 ,OFM-92190,,3642185819,Enterprise
Push Bumpers,88194,OFM,5/6/2015,$103.00 ,OFM-92189,,3642938793,Enterprise
1 Lot of Books,88195,POLICE DEPARTMENT,5/4/2015,$1.00 ,88553,,3643469240,General Fund
Consoles,88196,OFM,5/6/2015,$75.50 ,OFM-92192,,3642537712,Enterprise
2 HP Servers,88197,POLICE DEPARTMENT,5/4/2015,$16.00 ,"88325, 88326",,3642276219,General Fund
Consoles,88198,OFM,5/6/2015,$103.00 ,OFM-92193,,3642457051,Enterprise
"Dell 19"" Flatscreen Monitor",88199,HEALTH,5/4/2015,$11.00 ,87074,,3642029580,General Fund
4 Drums,88200,OFM,5/6/2015,$5.00 ,OFM-92132,,3642209925,Enterprise
"Dell 17"" Flatscreen Monitor",88201,CIRCUIT COURT CLERK,5/4/2015,$3.00 ,89638,,3642150161,General Fund
6 Wheels,88202,OFM,5/6/2015,$60.01 ,OFM-92128,,3643013695,Enterprise
Lens Covers,88203,OFM,5/6/2015,$116.11 ,OFM-92194,,3642429452,Enterprise
"Dell 17"" Flatscreen Monitor",88204,CIRCUIT COURT CLERK,5/4/2015,$2.51 ,89640,,3642199808,General Fund
"Dell 17"" Flatscreen Monitor",88205,CIRCUIT COURT CLERK,5/4/2015,$1.00 ,89643,,3642199812,General Fund
Projector Screen,88206,SURPLUS WAREHOUSE,5/6/2015,$23.00 ,90147,,3642212969,Enterprise
"Dell 17"" Flatscreen Monitor",88207,CIRCUIT COURT CLERK,5/4/2015,$1.00 ,89641,,3642199821,General Fund
"Dell 17"" Flatscreen Monitor",88208,CIRCUIT COURT CLERK,5/4/2015,$1.00 ,89642,,3642199827,General Fund
Server,88209,ITS,5/5/2015,$15.00 ,92197,,3642120370,General Fund
"Dell 17"" Flatscreen Monitor",88210,CIRCUIT COURT CLERK,5/4/2015,$4.00 ,89811,,3642708414,General Fund
"Dell 19"" Flatscreen Monitor",88211,CIRCUIT COURT CLERK,5/4/2015,$6.00 ,89639,,3643706984,General Fund
"Dell 17"" Flatscreen Monitor",88212,CIRCUIT COURT CLERK,5/4/2015,$7.00 ,89656,,3642708671,General Fund
5 Dell Flatscreen Monitors,88214,CIRCUIT COURT CLERK,5/5/2015,$2.00 ,"89645, 89646, 89647, 89648, 89651",,3642116342,General Fund
12 Dell Computers,88215,CIRCUIT COURT CLERK,5/5/2015,$38.00 ,"89616, 89618, 89619, 89620, 89621, 89589, 89615, 89617, 89611, 89613, 89614, 89612",,Money Order,General Fund
Dell Power Edge 1850 Server,88216,CIRCUIT COURT CLERK,5/5/2015,$24.00 ,89632,,3642120621,General Fund
2 Dell Power Edge 850 Servers,88217,CIRCUIT COURT CLERK,5/5/2015,$1.00 ,"89630, 89631",,3642120766,General Fund
Dell Power Vault 122T Server,88218,CIRCUIT COURT CLERK,5/5/2015,$1.00 ,89633,,3642120332,General Fund
7 APC Batteries,88219,CIRCUIT COURT CLERK,5/5/2015,$78.92 ,"89659, 89660, 89661, 89662 ,89663, 89664, 89665",,3642121968,General Fund
Neotronics Gas Monitor,88220,WATER SERVICES,5/5/2015,$6.01 ,WS-92300,,3642680319,Enterprise
Da-Lite AV Cart,88221,WATER SERVICES,5/5/2015,$27.00 ,WS-92290,,3642186169,Enterprise
8 Laptops & 3 Printers,88222,HEALTH,5/6/2015,$103.00 ,"87038, 87041, 87044, 87043, 87039, 87040, 87037, 87042",,3642696637,General Fund
Nintendo Wii,88223,DRUG TASK FORCE,5/6/2015,$74.00 ,"TF-320-138, TF-320-157",,Money Order,Enterprise
Chair,88224,PUBLIC LIBRARY,5/6/2015,$6.00 ,90265,,3642209928,General Fund
Telephones,88225,ITS,5/6/2015,$16.00 ,91782,,3642272599,General Fund
Plotter,88226,WATER SERVICES,5/6/2015,"$1,180.00 ",WS91676,,Money Order,Enterprise
Baum Folding Machine,88227,PUBLIC LIBRARY,5/6/2015,"$1,130.00 ",90281,,Money Order,General Fund
Audio/Video Equipment,88228,PUBLIC LIBRARY,5/6/2015,$43.00 ,89588G,,3642537721,General Fund
Table,88229,PUBLIC LIBRARY,5/7/2015,$32.00 ,92495,,3642282116,General Fund
Table,88230,PUBLIC LIBRARY,5/7/2015,$27.13 ,92494,,3642671750,General Fund
Table,88232,PUBLIC LIBRARY,5/7/2015,$27.13 ,92493,,3642282122,General Fund
Dell Power Edge Rack Console,88233,SHERIFF,5/7/2015,$52.00 ,89453,,3642537734,General Fund
Dell Laptop,88234,SHERIFF,5/7/2015,$35.77 ,82015,,Cashiers Check,General Fund
Dell Laptop,88235,JIS,5/7/2015,$3.01 ,76195,,3642537739,General Fund
2 Dell Laptops,88236,JIS,5/7/2015,$22.88 ,"71891, 77933",,Money Order,General Fund
2 Dell Laptops,88237,PARKS,5/7/2015,$3.01 ,"71697, 71699",,3642636316,General Fund
3 Laptops,88238,POLICE DEPARTMENT,5/7/2015,$11.00 ,"68533, 68539, 76652",,Money Order,General Fund
Table,88239,PUBLIC LIBRARY,5/6/2015,$27.13 ,92354,,3642209934,General Fund
Table,88240,PUBLIC LIBRARY,5/6/2015,$27.13 ,92356,,3642209687,General Fund
Table,88241,PUBLIC LIBRARY,5/6/2015,$22.13 ,92361,,3642209693,General Fund
Table,88242,PUBLIC LIBRARY,5/6/2015,$12.00 ,92423,,3642209696,General Fund
Cart,88243,PUBLIC LIBRARY,5/6/2015,$47.13 ,92379,,3642209702,General Fund
Cart,88244,PUBLIC LIBRARY,5/6/2015,$47.13 ,92378,,3642209705,General Fund
4 Laptops,88245,HEALTH,5/7/2015,$9.00 ,"70606, 70612, 76279, 76280",,3642537744,General Fund
Cart,88246,PUBLIC LIBRARY,5/6/2015,$47.13 ,92377,,3642209709,General Fund
Cart,88247,PUBLIC LIBRARY,5/7/2015,$32.00 ,92376,,3642946124,General Fund
Gateway Laptop,88248,JUVENILE COURT,5/7/2015,$11.00 ,75535,,3642636321,General Fund
Cart,88249,PUBLIC LIBRARY,5/7/2015,$42.00 ,92374,,3642946127,General Fund
Dell Laptop,88250,ITS,5/7/2015,$21.00 ,80714,,3642622082,General Fund
Cart,88251,PUBLIC LIBRARY,5/7/2015,$42.00 ,92375,,3642946137,General Fund
Dell Laptop,88252,ITS,5/7/2015,$17.00 ,76995,,3642636325,General Fund
10 Chairs,88253,PUBLIC LIBRARY,5/7/2015,$79.00 ,"92362, 92363, 92364, 92365, 92366, 92367, 92368, 92369, 92386 ,92387",,3643151865,General Fund
Dell Laptop,88254,ITS,5/7/2015,$17.00 ,76993,,3642636328,General Fund
Dell Laptop,88255,ITS,5/7/2015,$13.00 ,76692,,3642636333,General Fund
Table,88256,PUBLIC LIBRARY,5/7/2015,$23.00 ,92359,,3642496413,General Fund
Dell Laptop,88257,ITS,5/7/2015,$13.00 ,76994,,3642636342,General Fund
2 Fujitsu Life Books,88258,ITS,5/7/2015,$3.00 ,"71200, 71201",,3642636344,General Fund
10 Chairs,88259,PUBLIC LIBRARY,5/7/2015,$155.00 ,"92390, 92397, 92398, 92487, 92488, 92388, 92389, 92391, 92392, 92393, 92399",,3642551030,General Fund
Table,88260,PUBLIC LIBRARY,5/7/2015,$47.00 ,92430,,3642622092,General Fund
Dell Laptop,88261,STATE TRIAL COURT,5/7/2015,$6.00 ,70969,,3642636347,General Fund
Dell Laptop w/Bag,88262,MDHA,5/7/2015,$18.00 ,MDHA-81802,,3642260734,Enterprise
Laptop Bag,88263,SURPLUS WAREHOUSE,5/7/2015,$8.99 ,68599,,3642693263,Enterprise
"Dell 19"" Flat Screen Monitor",88264,SURPLUS WAREHOUSE,5/7/2015,$16.00 ,90123,,3642636353,Enterprise
Dell Computer,88265,TENNESSEE STATE FAIR,5/7/2015,$2.00 ,SF-76509,,3642636360,Enterprise
1999 Dodge 1500,88266,OFM-CODES,5/6/2015,"$4,725.00 ",,35 4100,Cashiers Check,Enterprise
2003 Chevrolet Astro,88267,OFM-POLICE,5/6/2015,"$1,725.00 ",,P 2769 AL,Cashiers Check,Enterprise
2005 Ford F-150,88268,OFM-WATER SERVICES,5/6/2015,"$10,701.00 ",,30C 5161,Cashiers Check,Enterprise
2005 Ford F-150,88270,OFM-WATER SERVICES,5/6/2015,"$10,250.00 ",,30A 4139,Cashiers Check,Enterprise
2007 Chevrolet Impala,88271,OFM-POLICE,5/6/2015,"$1,714.00 ",,1339 JG,Money Order,Enterprise
1998 Pontiac Grand Prix,88272,POLICE STATE DRUG FUND,5/6/2015,$248.00 ,,,3642605769,Enterprise
2004 Pontiac Vibe,88273,POLICE STATE FELONY FORFEITURE,5/6/2015,"$1,225.00 ",,,Cashiers Check,Enterprise
Apple iMac,88274,DRUG TASK FORCE,5/11/2015,$535.00 ,TF-324-963A,,Money Order,Enterprise
Canon Printer,88275,DRUG TASK FORCE,5/11/2015,$6.00 ,TF-324-063B,,3643155611,Enterprise
"RCA 26"" LCD Flat Screen Television",88276,DRUG TASK FORCE,5/11/2015,$83.00 ,TF-324-019,,3642596524,Enterprise
"Philips 50"" Plasma Flatscreen Television",88277,DRUG TASK FORCE,5/11/2015,$42.00 ,TF-324-041,,3643699657,Enterprise
Bench Craft Couch & Love Seat,88278,DRUG TASK FORCE,5/11/2015,$401.01 ,"TF-324-052, TF-324-053",,3642496419,Enterprise
Bush CPU Desk w/File Cabinet,88279,DRUG TASK FORCE,5/11/2015,$57.00 ,TF-324-044,,3642562572,Enterprise
Queen Size Bedroom Set,88280,DRUG TASK FORCE,5/11/2015,$510.00 ,"TF-324-007, TF-324-008, TF-324-009",,Money Order,Enterprise
Horticulture Equipment,88281,DRUG TASK FORCE,5/11/2015,$27.00 ,"TF-324-081, TF-324-082, TF-324-083, TF-324-084, TF-324-085, TF-324-086",,3642614943,Enterprise
TV Stand,88282,DRUG TASK FORCE,5/11/2015,$22.32 ,TF-324-027,,3642562886,Enterprise
Otter Box,88283,DRUG TASK FORCE,5/11/2015,$10.69 ,TF-324-080,,3642616259,Enterprise
Homedics Radio Alarm Clock,88284,DRUG TASK FORCE,5/11/2015,$10.00 ,TF-324-024,,Money Order,Enterprise
Panasonic DVD Home Theater Sound System,88285,DRUG TASK FORCE,5/11/2015,$81.00 ,TF-324-074,,3642492681,Enterprise
22 Dell Computers,88287,ITS,5/11/2015,$600.85 ,"92118, 92119, 92182, 92115, 92183, 92137, 92154, 92155, 92153, 92144, 92151, 92135, 92149, 92157, 92166, 92162, 92138, 92172, 92165, 92163, 92174, 92152",,Money Order,General Fund
8 Computers/PC Accessories,88288,ITS,5/11/2015,$99.00 ,"92184, 92185, 89283, 88814, 89846, 89843, 89844, 92120, 92187, 87869, 89305, 89847, 87860",,Cashiers Check,General Fund
Dell Laptop,88289,ITS,5/11/2015,$156.00 ,92117,,Cashiers Check,General Fund
6 Fujitsu Laptops,88290,FIRE,5/11/2015,$9.99 ,"88815, 88811, 88813, 88816, 88810, 88812",,3642927666,General Fund
File Cabinet,88291,SURPLUS WAREHOUSE,5/11/2015,$16.00 ,90173,,3642569811,Enterprise
Table,88292,HEALTH,5/11/2015,$6.00 ,85602,,3642569841,General Fund
Monitor,88293,ECD COMMUNICATIONS,5/11/2015,$52.00 ,ECD-91934,,3642927670,Enterprise
Projector Case,88294,ECD COMMUNICATIONS,5/11/2015,$25.00 ,ECD-91951,,Money Order,Enterprise
Server,88295,ECD COMMUNICATIONS,5/11/2015,$13.00 ,ECD-91933,,3642476093,Enterprise
Printer,88297,ECD COMMUNICATIONS,5/11/2015,$37.99 ,ECD-91925,,Money Order,Enterprise
CD Drives,88298,ECD COMMUNICATIONS,5/11/2015,$2.00 ,ECD-91943,,3642636368,Enterprise
Keypads,88299,ECD COMMUNICATIONS,5/11/2015,$1.00 ,ECD-91949,,3642476099,Enterprise
6 Cartridges/PCI Card,88300,ECD COMMUNICATIONS,5/11/2015,$27.00 ,"ECD-91929, ECD-91930",,3642698505,Enterprise
Chair,88301,WATER SERVICES,5/11/2015,$6.13 ,WS-80161,,3642569844,Enterprise
2 Chairs,88302,PUBLIC LIBRARY,5/11/2015,$20.13 ,"88728, 88731",,3642946141,General Fund
33 Chairs,88303,PUBLIC LIBRARY,5/11/2015,$122.00 ,"88711, 88719, 88737, 88727, 88726, 88736, 88735, 88745, 88744, 88753, 88743, 88757, 88758, 88729, 88756, 88746, 88751, 82466, 88730, 88742, 88741, 88752, 88754, 88760, 88759, 88733, 88732, 88738, 88739, 88740, 88750, 88749, 88755",,3642555809,General Fund
Server,88304,ITS,5/11/2015,$59.00 ,89543,,3642552378,General Fund
Server,88305,ECD COMMUNICATIONS,5/11/2015,$11.00 ,ECD-86496,,3642569850,Enterprise
Chair,88306,METRO ACTION,5/12/2015,$6.00 ,MAC-84160,,3642569853,Enterprise
Chair,88308,POLICE STATE DRUG FUND,5/12/2015,$8.00 ,PSDF-81925,,3642569859,Enterprise
Chair,88309,ARCHIVES,5/12/2015,$9.00 ,88346,,3642569872,General Fund
8 Assorted Remote Controls,88310,JUVENILE COURT,5/12/2015,$1.00 ,91248,,3642946143,General Fund
Phone Chargers,88311,JUVENILE COURT,5/12/2015,$1.00 ,91250,,3642946147,General Fund
Speaker,88312,JUVENILE COURT,5/12/2015,$24.00 ,91232,,3642571860,General Fund
Bogen Amp,88313,JUVENILE COURT,5/12/2015,$37.00 ,91231,,3642641232,General Fund
Office Supplies,88315,JUVENILE COURT,5/12/2015,$40.00 ,91224,,3643033366,General Fund
TV/VCR Combo,88316,JUVENILE COURT,5/12/2015,$5.00 ,91228,,3642605977,General Fund
Multiplexer & Recorder,88318,JUVENILE COURT,5/12/2015,$165.00 ,"91253, 91254",,3642550386,General Fund
Dental X-ray View Box,88319,HEALTH,5/12/2015,$14.00 ,84968,,3642600521,General Fund
Chair,88321,HEALTH,5/12/2015,$7.00 ,86260,,3642569879,General Fund
